2018-09-17 10:53:22,143 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:22,235 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:22,346 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:22,457 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:22,562 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:22,669 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:22,783 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:22,887 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:22,996 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:23,118 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:23,214 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:23,322 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:23,443 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:23,547 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:23,653 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:23,771 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:23,876 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:23,981 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:24,087 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:24,206 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:24,309 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:24,422 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:24,533 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:24,634 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:24,741 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:24,859 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:24,965 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:25,071 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:25,181 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:25,300 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:25,403 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:25,509 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:25,622 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:25,725 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:25,835 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:25,962 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:26,060 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:26,163 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:26,288 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:26,386 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:26,491 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:26,606 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:26,712 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:26,852 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:26,933 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:27,041 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:27,147 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:27,254 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:27,368 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:27,473 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:27,582 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:27,697 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:27,801 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:27,909 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:28,034 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:28,129 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:28,241 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:28,368 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:28,458 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:28,564 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:28,693 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:28,784 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:28,893 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:29,002 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:29,138 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:29,220 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:29,331 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:29,438 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:29,555 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:29,657 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:29,767 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:29,895 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:29,985 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:30,096 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:30,216 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:30,316 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:30,429 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:30,536 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:30,642 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:30,750 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:30,869 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:30,968 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:31,076 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:31,193 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:31,295 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:31,406 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:31,521 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:31,630 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:31,736 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:31,850 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:31,959 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:32,063 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:32,172 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:32,283 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:32,391 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:32,499 [14] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:32,617 [13] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:32,715 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:32,824 [10] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
2018-09-17 10:53:32,936 [12] FATAL log_file - 处理协议->  E2G_GAME_PLAYERXY -> 603 未注册
